"Site_ID","ERtot_Areal","mean_depth","ERtot_Volumetric"
"nwis_02204037",-2.40763108673128,0.291669361208327,-8.25465889443085
"nwis_02207160",-4.15115357487137,0.344079536078264,-12.0645174722834
"nwis_02208450",-2.55730435652125,0.78791958248272,-3.24564132352598
"nwis_02208493",-2.58123443847981,0.252939811181836,-10.2049354208784
"nwis_02217643",-2.47111165531473,0.16698134691401,-14.7987287261928
"nwis_02234000",-7.02702461444793,2.21945894433397,-3.16609804041978
"nwis_02234500",-6.7195573889622,2.77407956278036,-2.42226556120382
"nwis_02235500",-8.07728049974828,4.03643109534608,-2.00109460782353
"nwis_02236000",-9.28792891421675,2.8925615173675,-3.21097022775496
"nwis_02264000",-14.948625903282,0.694298125236832,-21.530557781908
"nwis_02264100",-8.04128282733473,0.471026704927974,-17.0718193750062
"nwis_02266200",-9.90887645408765,0.384105551105167,-25.7972748000578
"nwis_02266300",-11.0007412432569,0.662870410277896,-16.5956136715245
"nwis_02336300",-3.92651878552112,0.457318270948828,-8.58596525648212
"nwis_02336313",-2.51825563097067,0.115065240792374,-21.8854591849736
"nwis_02336340",-2.41641171135714,0.29707091897739,-8.13412406598122
"nwis_02336360",-2.83639269301097,0.326918705379495,-8.67614072348175
"nwis_02336410",-2.33340495197083,0.396762824829431,-5.88110782045662
"nwis_02336526",-2.16657283322993,0.242244950398546,-8.94372753556035
"nwis_02336728",-2.90343258047408,0.327090044057222,-8.87655443271806
"nwis_02337170",-4.57672360530455,2.13879092930538,-2.13986488468555
"nwis_02344630",-1.85821643359852,0.483123463197456,-3.84625582309807
"nwis_02397530",-6.99332360292633,2.77172967248567,-2.52309006623102
"nwis_03034000",-2.67939083908127,0.594657890412106,-4.50576858103138
"nwis_03061000",-2.67608782330688,0.980244185412225,-2.73002162433792
"nwis_03067510",-1.10857609235678,0.434785119696503,-2.54971028707378
"nwis_03183500",-2.61278519819521,1.2952269858792,-2.01724116828962
"nwis_03219500",-6.10202712893857,0.935803251664437,-6.52063039755995
"nwis_03228300",-6.3234759347619,0.363366252718589,-17.4024854742335
"nwis_03292470",-2.7808253901295,0.416040870254971,-6.68401974167891
"nwis_03292474",-4.27742382045014,0.252236430485919,-16.9579937846803
"nwis_03292475",-6.75047674360519,0.313831603882535,-21.5098691785415
"nwis_03292480",-3.54300944470227,0.213181613988851,-16.6196764271029
"nwis_03293000",-3.27033506287542,0.270418884097479,-12.09358981637
"nwis_03293500",-3.56325351454434,0.336996359063207,-10.5735668018776
"nwis_03293530",-2.79814154682311,0.163366141953639,-17.1280383643826
"nwis_03298000",-3.29453657681486,0.584311416303116,-5.63832313539087
"nwis_03298135",-2.13163448347172,0.161915879599577,-13.1650736712379
"nwis_03298150",-4.98877463838405,0.258060687789228,-19.331788507278
"nwis_03298250",-5.26398768483161,0.276463606911261,-19.0404362572077
"nwis_03298300",-4.0302438800009,0.157302451504872,-25.620985823454
"nwis_03301900",-4.57936314715776,0.157983168580403,-28.986398920257
"nwis_03302000",-1.88055611640696,0.440084988402436,-4.27316578834832
"nwis_03302030",-3.82819380618156,0.41152470780431,-9.30246406493278
"nwis_03302050",-2.98040699439937,0.144977444252078,-20.5577288920697
"nwis_03321500",-8.59069870111302,3.03257879002045,-2.83280313421143
"nwis_03346500",-7.13546114077435,1.73740708825385,-4.1069598420631
"nwis_03353200",-3.43438957823065,0.587050698356247,-5.85024357836044
"nwis_03353420",-2.38228339874137,0.16287506807097,-14.6264460666462
"nwis_03374100",-5.49940217286763,3.46202677820041,-1.58849209587173
"nwis_03408500",-1.2320884425718,0.827651321467401,-1.48865640712969
"nwis_03409500",-2.39226218476997,0.718355694645257,-3.3301917178388
"nwis_03538830",-2.90488448008982,0.557087631102748,-5.21441209229442
"nwis_03539778",-1.04671555857022,0.599413155019099,-1.74623387859558
"nwis_04027000",-1.87503431559557,1.42756857941035,-1.31344605270735
"nwis_04040000",-5.38937978286248,1.58605209901735,-3.39798408022127
"nwis_04059500",-3.84797019085203,1.10529815724505,-3.48138659747978
"nwis_04067500",-11.793639944988,3.34281374979533,-3.52805774647484
"nwis_04087050",-2.86065213469737,0.228844278997669,-12.5004310670424
"nwis_04101500",-4.20441548626111,3.23133620365555,-1.30113835926597
"nwis_04108660",-6.66338907032256,2.93264737550906,-2.27214124888298
"nwis_04119400",-6.97805677315139,3.78716751467173,-1.84255297557289
"nwis_04121944",-5.95499443555414,1.25090816929638,-4.76053684972235
"nwis_04121970",-8.14382945423761,2.84606522427622,-2.86143458160157
"nwis_04124000",-3.13103294482855,1.90703217056232,-1.64183540957535
"nwis_04124200",-7.47678710117111,2.0274362822805,-3.68780373840458
"nwis_04125460",-6.77141264475327,1.1437270679209,-5.92047948735053
"nwis_04125550",-10.9273139773633,2.59439520559734,-4.21189260363567
"nwis_04136000",-4.60307460545403,1.98837405503237,-2.31499430089832
"nwis_04136500",-6.57421633946274,2.16828656667852,-3.03198684181927
"nwis_04136900",-9.27922413703658,2.34219178262466,-3.9617695723611
"nwis_04137005",-7.55597353425857,2.41337189534984,-3.13087823257479
"nwis_04137500",-11.6003948336552,2.3409902333118,-4.95533670691318
"nwis_04142000",-3.16359049698317,1.24012306177534,-2.55102948610134
"nwis_041482663",-4.12767397428069,0.265089274218272,-15.570882626062
"nwis_04166500",-5.38486828939798,0.898783127645535,-5.99128769084069
"nwis_04176500",-11.1582587917362,1.64016901281598,-6.80311523053267
"nwis_04195500",-3.5439248633759,1.16251182480989,-3.04850650784173
"nwis_04200500",-5.31786128488495,1.0839380955623,-4.90605626525775
"nwis_04208000",-4.14503538784885,1.56849682582219,-2.6426801250784
"nwis_04213500",-4.73258226728847,1.19268582916969,-3.96800410597914
"nwis_04249000",-12.5902053620424,3.68983438317035,-3.41213291834109
"nwis_05054000",-3.73446559208361,3.04790948937059,-1.22525475415439
"nwis_05057000",-4.39144747207623,2.92900437036251,-1.49929700225497
"nwis_05406469",-3.6417849966688,0.21803910559632,-16.7024396229695
"nwis_05406479",-6.11580382626012,0.331812084167632,-18.4315283200186
"nwis_05406500",-6.35626823820902,0.462349331062084,-13.7477612947071
"nwis_05420500",-6.97261845178658,5.54708499583355,-1.25698785164168
"nwis_05435943",-5.71549757912936,0.274033396004879,-20.8569381048272
"nwis_05435950",-5.11878924229377,0.481364183089213,-10.6339221365481
"nwis_05515500",-2.42388328224837,1.0304965743019,-2.35215074236457
"nwis_05579630",-2.97078862043525,0.225760429411032,-13.1590315813338
"nwis_05599490",-5.14863578783343,1.61015899724093,-3.1975946454082
"nwis_06818000",-5.38389882122866,4.62022085700742,-1.1652903590232
"nwis_06893350",-1.23186850733981,0.159721679120596,-7.71259427099874
"nwis_06893620",-1.26988067104266,0.0801680266731193,-15.8402386056043
"nwis_06893820",-1.23504128092366,0.2693871095545,-4.58463392315286
"nwis_06893890",-2.21946969696688,0.1846430674558,-12.0203250928887
"nwis_06893970",-0.738987939977275,0.0945278320244003,-7.81767574851945
"nwis_06894000",-0.682139320212957,0.348446054924651,-1.9576611948167
"nwis_07048600",-4.04506221493451,0.664608332128153,-6.0863850472379
"nwis_07061270",-1.10995133570183,0.218721639662719,-5.07472117259838
"nwis_07061290",-3.36264116161172,0.292602656628184,-11.492175772979
"nwis_07075250",-1.0272947670684,0.19397808090132,-5.29593221200599
"nwis_07075270",-1.00837655834241,0.262919147452759,-3.83531046754057
"nwis_07109500",-14.5552257368468,2.15025403306003,-6.76907263656342
"nwis_07143672",-2.9559333272947,0.58594712689709,-5.04470999448019
"nwis_07144100",-4.40269540436843,0.776148791658516,-5.67248889863053
"nwis_07164500",-10.5839757530652,4.06429375486811,-2.60413650966737
"nwis_07177500",-1.80779686233862,0.78919799156941,-2.29067595413365
"nwis_07178200",-1.47974625906116,0.828564460668092,-1.78591567621426
"nwis_071912213",-4.69776045882137,0.489684953379514,-9.59343436305368
"nwis_07191222",-3.25662842663908,0.211027279449196,-15.4322627630856
"nwis_07239450",-15.1394660728954,1.67882244378998,-9.01790783706564
"nwis_07241550",-9.45657465145506,2.52724005169041,-3.74185849307421
"nwis_07263296",-2.1538017333416,0.301992500510179,-7.13197092544688
"nwis_07332620",-1.26873309869914,0.374726922083986,-3.38575379543928
"nwis_07332622",-1.26683875052838,0.378380399147784,-3.34805596003823
"nwis_07374000",-7.96640041798803,21.3376552071761,-0.373349383549362
"nwis_07381600",-7.0603317387675,13.1644860884824,-0.536316548273358
"nwis_08049500",-4.88960521051733,1.40027288747973,-3.49189451158898
"nwis_08052700",-0.816044570256661,0.179522137193988,-4.54564870389695
"nwis_08052745",-5.61796715999414,0.410711460091516,-13.6786228432543
"nwis_08057410",-2.64819809370927,2.49642109228734,-1.06079783650717
"nwis_08062500",-2.92544061066738,1.69792603333707,-1.72294938249918
"nwis_08065350",-6.35820242673693,1.73505757947239,-3.66454837116725
"nwis_08068000",-3.47352232563159,0.77146004733674,-4.50253041310823
"nwis_08068500",-3.55519152483172,0.523969578163101,-6.78511057320404
"nwis_08070200",-1.87667128508264,0.43253730358742,-4.33875013673438
"nwis_08171290",-3.29125238344405,0.596607211442078,-5.51661515369325
"nwis_08180700",-6.64088175223209,0.653035700866057,-10.1692476283072
"nwis_08181500",-4.24309634797571,0.802154653463663,-5.28962380216114
"nwis_08181800",-2.9139329906422,0.947713744454989,-3.07469740487719
"nwis_08188060",-3.26238886641171,1.10846556986878,-2.94315760010292
"nwis_08211200",-3.8658238815468,1.39895048600253,-2.76337434400078
"nwis_08375300",-3.36747489186773,0.722552962812155,-4.66052326290604
"nwis_08412500",-11.1851358416041,1.35842830898967,-8.23388011541296
"nwis_08437710",-28.6199462231749,2.58735264858604,-11.0614787044261
"nwis_08446500",-24.7256659053086,2.89602260079808,-8.5378014310022
"nwis_08447000",-11.7824940661299,3.93697871711178,-2.99277565685539
"nwis_08447300",-12.3330538861542,2.59307120367036,-4.75615704987098
"nwis_09041400",-4.87576872808378,0.404532067566848,-12.0528608706109
"nwis_09406000",-3.81888845656551,0.563951388169328,-6.7716624813394
"nwis_10129900",-5.42841554742374,0.148506394985055,-36.5534127198363
"nwis_10133650",-2.51577953785524,0.200390937146993,-12.5543578650457
"nwis_10133800",-3.23281713352094,0.239533572628101,-13.4963007400228
"nwis_10133980",-2.0971235539927,0.276773843948562,-7.57702940449261
"nwis_11044000",-7.28723557432606,0.602616702731652,-12.092654487161
"nwis_11128500",-10.1376451987516,0.392533578851046,-25.8261859493008
"nwis_11273400",-11.4573593516777,1.69087099893299,-6.77601032775874
"nwis_11447650",-4.99551341344098,3.04874554375059,-1.63854718006261
"nwis_11462500",-2.08840500030018,0.535863681633889,-3.89726915982153
"nwis_11463980",-2.33374947928033,0.463779247750473,-5.03202653115682
"nwis_11467000",-1.34930318959018,0.714023433063503,-1.88971835812309
"nwis_12100490",-3.53050738078386,1.77358186612077,-1.99060863680676
"nwis_12102075",-3.34803372041571,0.486163508230497,-6.88664135365001
"nwis_13173600",-18.0554994276715,7.28862595127249,-2.47721580835401
"nwis_13213000",-12.7133852482192,2.18843553948343,-5.80934874198768
"nwis_14206950",-1.97223038034104,0.330756600832311,-5.96278464398941
"nwis_14211010",-2.57423375888676,1.45099067968757,-1.7741214984517
"nwis_385446094430700",-1.02033758091898,0.109192992705423,-9.34435036203844
"nwis_385608094380300",-0.755334081193029,0.219253577188992,-3.44502512057966
